game,genre,review
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",gank city
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG","Ah, finally killed the first boss."
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",best souls 2
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG","Ok let me be honest, Dark souls 2 is not a bad game but at the same time it is not as good as I thought. Reason being the fact that before playing this game I've played Dark souls, which was a masterpiece(a complete package), like I still remeber that I wasn't able to forget about dark souls 1 for a week after I'd completed that game. Like seriously the day I ended that game I was completely empty, it was like I wanted more, I wanted to know more about the lore, the areas, the story behind all those characters, how did we end up in such a place and what not. I literally remember spending hours on research. And that was the best part about dark souls. Now when I played this game and completed it, I was like is this even a dark souls?! Like the story is not memorable, characters aren't intresting and the boss fights!! oh god, why were all those bosses so ♥♥♥♥♥♥♥♥ easy?!! literally it just took me 30hrs (excluding the dlc's) to complete this game, and when you compare that to dark souls 1....dude I literally spent 100hrs on that game the boss battles in 1st game are actual hard and meorable and that's what makes dark souls what we know it for. Hard boss battles, finding joy through frustration and struggle and finding our way through the game. And all that is literally missing in this game, bosses are easy, you already know what you have to do in the game, you know where you have to travel....like it dosen't give players a chance to figure things out for themselves and the good part is that yeah compared to it's predecessor this game has improved on the gameplay, as dark sousls 1 was pretty slow placed game. And the last thing to hate is it's porting like the  Scholar of the First Sin version atleast should have had a better port!....They did the same with dark souls prepare to die edition (though it has been fixed in the remastered edition) and now dark souls 2, though it's not a major issue if you get used to the controls but yeah players who are new to the series.....it's often frustrating. My final verdict, the game is not bad but when you play a masterpiece like the dark souls 1 and then hop onto dark souls 2 for the same experience you are just disappointed."
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG","Not bad to 100%, could be better."
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",the best dark souls ever and you cant ever say otherwise >but muh wierdly placed trees near the cardinal tower shut up
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",The DLC is some of the best Dark Souls you'll find in the whole series. It is harder than the first game.
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",a bit different but still very good
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",Very Good.
DARK SOULS™ II: Scholar of the First Sin,"Action, RPG",nice
The Tiny Bang Story,"Adventure, Casual, Indie",This has a completely unplayable puzzle for color blind people. But besides that it's too short and has too little substance in both the puzzles and the plot.
"Warhammer 40,000: Gladius - Relics of War",Strategy,"A clever take on the Warhammer 40K universe, almost as if one were to make a Civ-lite based in the WH 40K universe with each of the infamous factions having their own totally unique buildings, units, and style of play."
"Warhammer 40,000: Gladius - Relics of War",Strategy,"I paid $3.99 for this. That is about what is worth after looking at the DLC....all of those factions should be in the game at BASE LAUNCH you lazy ♥♥♥♥♥. Couple hours into a custom game - turn 70, it crashes every time I try to end turn. Wtf is that ♥♥♥♥ in 2024? The game lacks replay-ability and any personality. It doesn't feel like a warhammer game, it just feels like a game using warhammer skins."
"Warhammer 40,000: Gladius - Relics of War",Strategy,"Its quite hard but enjoyable nonetheless. Buy it while its discounted. Doesnt pretend to have diplomacy like CIV series, you are here to fight and there wont be any discussions or peaceful victories."
"Warhammer 40,000: Gladius - Relics of War",Strategy,Very good game.
Hard West,"Adventure, Indie, RPG, Strategy","Goofy as all get out, probably offensive to many.  So I cannot recommend it. And yet, it really is a good tactical game, and there are a lot of cool story ideas in there."
Hard West,"Adventure, Indie, RPG, Strategy","Very interesting game: nice graphic and excellent atmosphere and story... However their customer assistance is the incredibly good: I had a problem of frequent crashes to desktop that made the game unplayable. I contacted the customer service without any hope but instead they answered very quickly and very politely, reading my email and framing immediately the problem: they answered me to insert a couple of lines in a .conf file in /etc (I am on linux) and... it worked! And apparently this trick solved another problem of crash to desktop in another game: the old “Empire: Total War”!"
Hard West,"Adventure, Indie, RPG, Strategy",Real deal
Fallout 4,RPG,"I really hate this Fallout.. Conversations seem artificial, story is really uninteresting, lore changed from previous games adding the need for fusion cores so you can use power armour. This is my least favourite addition but easily fixed it by using a mod. You can't get achievements with mods enabled, this can be fixed using another mod. The dialogue interface is really, really bad. There isn't a singular character that I give a f**k about. I have zero motives in this game and the entire thing just seems so uninspired. Even VAT's have been ruined in this game. The gun play sucks and ammo is hard to find. I'll probably eventually finish this game only because I love the Fallout series but seriously even Fallout 76 is (unironically) more enjoyable. Edit: The game play and exploration is the only enjoyable thing, some aspects of it I love but most of it I loathe. Also every single achievement is hidden, how tf are you meant to 100% this game without knowing how to complete the achievements????"
Fallout 4,RPG,"is Fallout 4 a good game? Yes is Fallout 4 a good Fallout game? eh no, maybe decent at best Fallout 4 is fun with its gameplay and ideas but it lacks depth especially in world building. also as usual use mods if you want to play bethesda games because it doesnt just works"
Fallout 4,RPG,"Dont buy, Crashes far to much"
Fallout 4,RPG,"It’s been years since we last stepped foot in the apocalyptic wasteland, and while there certainly is a sense a familiarity in Bethesda’s latest entry in the Fallout franchise, it can’t help but feel like the start of a new era of Fallout. Fans and newcomers alike have plenty to enjoy in this massive game, and it’s there’s plenty game to go around. The only thing that might stop you from enjoying Fallout 4 over the previous entries is how married you are to it’s previous gameplay mechanics. Fallout 4 brings about a new focus in storytelling with the introduction of a voiced protagonist. Accompanying this is a more personal, stronger main story, as well as a tighter focus on who your character can be. In previous Fallout games, you could be a bumbling idiot, or an evil overlord bent on destruction of everything, this is a bit toned down in F4, the new dialogue system always limits you to just 4 choices, and the ability to have certain dialogue depending on your character’s stats is mostly drawn back with the exception of charisma checks. The absence of skills in favor of a more streamlined leveling system means that your character isn’t going to pick up a gun and not be able to use it, or perform terribly with it. Your character is a concerned parent seeking their son, and you branch out from there. Instead of skills in previous games, most stats are tied to the S.P.E.C.I.A.L system, and extra abilities come from perks, which function as usual, except this time you can find bonus perks in magazines hidden in the world, as well as bonus perks for maxing out your companions relationships. And speaking of those, the karma system is gone as well, replaced with doing actions that your companion will like. That does mean however, that you can be very schizophrenic with your choices without really feel like it’s having the impact it used to, especially if you don’t have a companion with you. But while we are on combat, it’s worth noting that the shooting mechanics are the best they have ever been, guns feel responsive and the hundreds of mods you can attach to them means that even that early shotgun you found at level 5 can still be a force of nature if you keep it updated. The VATS system returns but no longer freezes time, but instead slows it, again a more grounded choice but it feels more welcome than the changes in dialogue. Power armor is no longer just another piece of armor to equip, but a suit you get into, with the same level of customization as the guns and other armor pieces, it almost encourages you to collect as many as you can, so sure enough, I have a hangar full of power armor suits that would make Tony Stark’s heart melt. But for the first time, power armor really sounds like, well, power armor. Funding all of these upgrades is an increased focus on finding junk in the wasteland and scrapping it for materials. This is probably the best change from previous entries as it encourages exploration beyond just finding weapons armor and stimpacks. However, scrapping all of your junk in your inventory in the most efficient way possible often times means going to a settlement, dropping all of your junk in the ground, and selecting each and every piece for scrap. A ‘scrap all’ function would be incredibly welcome. Speaking of settlements, Fallout 4 has a bit of a base building mode, where you build houses, power, water, food and defenses for settlements to keep them safe. It can get incredibly addicting but, without the right perks, your resources are exclusive to each base, and while I eventually got the perk that lets me setup supply lines in between the bases, this led to me focusing only on one or two settlements, instead of ones across the map as it was probably intended. Beyond this, you have the story and quests, and while I did mention the main story as being stronger, the overall world fells as if it’s lacking some truly memorable characters in the world, with the exception of some of your companions. Fetch quests or ones simply boiled down to ‘go here and kill some guys’ are abundant, especially when you might find yourself on a repeating quest chain against your will, with your quest giver not even presenting the option to turn down the next quest, I’m looking at you Preston, you annoying bastard. I have yet to do all of the side quests in the game, or finish exploring the map in its entirety, so I’m holding my thoughts on the side quest quality until later, but there certainly are some memorable side quests, as well as great rewards for doing them. Graphically, it won’t blow your computer away from Project Cars, Witcher 3 or Arkham Knight, but it still looks great, using a modified version of the engine that ran Skyrim. Some of the age shows however, because while environments certainly are the best they have ever looked, animations are still a bit stiff and sometimes can just outright break. Speaking of breaking, F4 has significantly less bugs than the last 2 Fallout games did at launch, but that doesn’t mean it got away from them. Some quest bugs, graphical bugs, and the occasional need to restart arise. It’s been a lot worse, but still has room for improvement. If this is your first Fallout game, dive right in, I guarantee you will have a fantastic time. If you really loved the previous Fallout games, I want you to take a step back for a moment, and ask yourself why you enjoyed them so much. The role playing side is downplayed, but the exploration is as great as ever. The skills and karma are gone, but the moment to moment gameplay feels the best it’s ever been. It’s different, is the point I’m getting at, and with a new console generation typically comes to changes in the formula. Bethesda clearly wanted a tighter focus on character and story this time around, but if that doesn’t bother you, then go crazy. 8.5/10"
Fallout 4,RPG,Vanilla game is so deprived of originality that mods themselves are your only salvation to enjoy this game. Its a bethesda game so expect a high degree of broken codes and officially unpatched known issues. triple buffering naturally nukes your fps and causes your fps to be restricted to previously 30fps but now a gracious 60fps if you do not manually edit your .cfg file and change change your Ipresent to 0 instead of Ipresent 1 like its still 2004. If you can look past this typical bethesda tomfoolery then yeah its a enjoyable experience if you apply community patches and toy around with mods.
Fallout 4,RPG,"Fallout 4 is a very interesting one. I say if you get Fallout 4, you are going to want to download some mods as well as the Vanilla game is lacking something. But the story in the game is quite interesting and surprised me in the end. Fallout 4 is much different than the other Fallout games in ways but also very similar. If you were to ask me I would say to get this game and try and look around for some mods. (It's very simple just use vortex and nexus) and make your time more interesting while traveling around the Commonwealth."
Fallout 4,RPG,"I really liked the game before all this paid dlc crap came out, what the hell happened, I come back after a year and THIS ? COME ON. Dumbed down like this."
Fallout 4,RPG,the last decent bethesda game
Fallout 4,RPG,"If your looking for a game with an immersive story-line, awesome action and fun and enjoyable characters, then this game is for you. The story ark of this game is incredible it really makes you feel determined to help your character, that you can customize to an pretty extreme level, which is always just fun. Now the action in this game isnt good, its ♥♥♥♥♥♥♥♥ fantastic, it just makes you want to go out in the wasteland and kill even more ghouls and super mutants. The game design of this game can be extremely impressive, but also dissapointing, the game has a lot of silly glitches that really shouldn`t be there, but over all I would give this game an 86/100."
Fallout 4,RPG,"I love Fallout 4, No I don't care if you don't. Or that it's ""not a good fallout game, not like the predecessors"" games change. get over it. I dont care that X is missing, or that Y is changed, There are things from other games I liked more than 4, but what was presented before me was still a very entertaining game. The graphics don't look bad. Graphics don't make a game either. I don't care that the game has bugs, I'm not a whiny idiot and I know how to fix the problems myself rather than sit there and complain about it. Only thing I don't like is that the diner machine won't give me my damn pie. 1/10"
Chicory: A Colorful Tale,"Adventure, Indie, RPG","Chicory is a very elegant game, with a lot of tricks up it's sleeve to make you smile. Definitely not Doom."
The Flame in the Flood,"Action, Adventure, Indie","Not a real survival game, the artwork is amazing but mostly its a pain in the a** to play it. especially rafting is not fun and there is no storyline, you just begin the game, hop on the raft and done."
The Flame in the Flood,"Action, Adventure, Indie",สนุกดีครับ เล่นเพลินๆเลย
The Flame in the Flood,"Action, Adventure, Indie","I won this game from Steamgifts. A bit limited survival game with a kinda story mode. Endless mode is pretty boring and it does not offer anything different. Overally game is fun and graphics looks good. Controls are a little problematic sometimes and to get some of the achievements you need to do others before. At story mode, in mid-game, game becomes really repetetive but game isn't long so it won't matter much."
The Flame in the Flood,"Action, Adventure, Indie","♥♥♥♥ THIS GAME! I don't even know where to start? This is another Unreal ""Poorly Optimized"" Engine game. Controls are bad, especially on boat section where it just playing itself."
Subnautica: Below Zero,"Adventure, Indie",lol playing as a girl? thats stupid. should've gave us the option to play as a man. thanks for the refund!
Subnautica: Below Zero,"Adventure, Indie","WAS HOPING TO experience the ""Glorious blue terror is back... I have huge phobia of deep water but cant stop playing Subnautica series, its just awesome underwater survival with a very interesting sci-fi story line."" yet got stuck in a place where I just saved and couldnt move anywhere due to a bug, hours of game completely ruined, had to abandon my gameplay and uninstall the game."
Shantae: Risky's Revenge - Director's Cut,"Action, Adventure, Indie","This was a good game, took around 5 hours to beat, it's silly, a little confusing, but it has it's charm. Maybe too simple, but good enough for a handheld 2010 game."
Day of Defeat,Action,Fun fact: i banned in this game too
Convoy,"Action, Adventure, Indie, RPG, Strategy","Disappointment. Could not find the fun. ............................................________........................ ....................................,.-‘”...................``~.,.................. .............................,.-”...................................“-.,............ .........................,/...............................................”:,........ .....................,?......................................................\,..... .................../...........................................................,}.... ................./......................................................,:`^`..}.... .............../...................................................,:”........./..... ..............?.....__.........................................:`.........../..... ............./__.(.....“~-,_..............................,:`........../........ .........../(_....”~,_........“~,_....................,:`........_/........... ..........{.._$;_......”=,_.......“-,_.......,.-~-,},.~”;/....}........... ...........((.....*~_.......”=-._......“;,,./`..../”............../............ ...,,,___.\`~,......“~.,....................`.....}............../............. ............(....`=-,,.......`........................(......;_,,-”............... ............/.`~,......`-...............................\....../\................... .............\`~.*-,.....................................|,./.....\,__........... ,,_..........}.>-._\...................................|..............`=~-,.... .....`=~-,_\_......`\,.................................\........................ ...................`=~-,,.\,...............................\....................... ................................`:,,...........................`\..............__.. .....................................`=-,...................,%`>--==``....... ........................................_\..........._,-%.......`\............... ...................................,<`.._|_,-&``................`\.............."
Insurgency: Sandstorm,Action,"The best of times, as one might say. 8/10"
Insurgency: Sandstorm,Action,"Its fun, but when a game starts shoehorning in micro transactions for weapon skins,  you know it's dying. Edit 2021 Now they're porting really stupid Chinese themed skins from Fortnite. (No, really) The skins are out of theme, they were made by Epic Games for THEIR game, not Sandstorm. Players hate them. even the Chinese that NWI is trying to sell out and simp for hate them. What a joke."
Insurgency: Sandstorm,Action,Good games
Insurgency: Sandstorm,Action,yes
Insurgency: Sandstorm,Action,weird game my dad who served in iraq started screaming
Insurgency: Sandstorm,Action,"tries to combine the arcade milsim with semi-realism of red orchestra/rising storm with the fast pace sprinting and stopping to kill, repeat of call of duty game modes. feels like wasted potential in such small arenas with low player count games. In conclusion it is a cosplay that combines two games into an abomination akin to chris chans infamous sonichu"
Insurgency: Sandstorm,Action,Fun.
Insurgency: Sandstorm,Action,slurp...not bad slurp
Insurgency: Sandstorm,Action,"There's a guy in this game that screams incomprehensibly in Russian and despite not having a ♥♥♥♥♥♥♥♥ clue what he's saying, I think he summarizes my post-game emotions pretty well."
Insurgency: Sandstorm,Action,"It's a great hard-core FPS game but not so complex as Arma,and its founders keeps free updating it. And wish there's more no-respawn game mode."
Age of Empires® III (2007),"Simulation, Strategy","The skirmish mode and by extension mp are fine, but f*cking hell the sp campaign sucks sh*t."
Age of Empires® III (2007),"Simulation, Strategy",Good Game! Definitely recommended!!!
Atom Zombie Smasher,"Indie, Strategy","Still a classic after all these years. Fun tactical zombie defense/rescue game that has some light world map control on top. Requires strategic and on-your-feet thinking. Highly random, the units you get, zombie spawns, and events can have a big impact on what you can do.  But you can tweak tons of variables when starting a game so it suits your preferences. Works well via Remote Play Together, splitting responsibilities with a friend was a lot of fun, although the first two maps are slow due to having fewer units/abilities. Not a ton of replay value, once you've beat it a couple times there's not much more to see. Recommended on sale if you're looking for a clever game to plug 5-10 hours into."
Surviving the Aftermath,"Simulation, Strategy","This game seems promising but definitely does not live up to the point. Firstly, most of the things is not explained, like item levels or sicknesses, you cannot even find any information at the help section. Even though core gameplay isn’t bad, DLCs make it much worse with a lot of combat or micro management. Also, they are half done. You can find the review of the DLCs below. In relation to that, new raider or blight creatures at the map are plain annoying. You get constant attacks from the raiders and other creatures at the map or your settlement. You can see that the game is half finished and not cared about. First implication of this is seeing half of the resource names being broken at the top bar. Then, you notice you cannot upgrade the roads automatically; clicking is hard sometimes, if your specialist is near the target; sometimes people not going to the hospital or eat food, you cannot control or slow down the births, while some of the warnings being misleading (like stock is full or someone is malnourished). If you save and load you can get rid of these fake warnings at least. After that, you notice that your pc with liquid cooling system is burning (top of the line games do not have this effect) and you find out that even the best computers are in the same situation. The reason for that developers promising that they will optimize the games 3 years ago and did not care at all. With that, you can see that the game is abandoned for more than 1 year. There were no updates after the last DLC and lot of things are left broken or half-done. Unfortunately, some of the achievements are not unlocked correctly (You have to not be an ally to the last settlement, while maximizing the relations.). Because of this game, I think I am not going to purchase any Paradox game in the future and definitely, I do not recommend this game to anyone. Rebirth An annoying DLC which cancels some of the base game’s monsters (sandworms, some bandits at the settlement), while turning the game an action game. Also, blight buildings are mostly useless. One building allows you to terraform to increase the fertility but it is more like late game thing which will make it too late use. Other buildings are about blight only. Blight makes your game constant combat at map and at your settlement which was the main reason I hated this DLC. Plus, I had to pay more than the base game at sales for this DLC which was another annoying point for me. Forgotten Tracks I got this one with the bundle without even trying the purchase this. However, this is the only decent DLC. Shattered Hope Space rock DLC allows you to overtime your buildings for space rock. However, trying pick the areas again and again is another micro management.  For some reason moon rock makes people work harder. By the way, how the hell the moon is shattered and falling apart piece by piece? It is not even trying to be plausible. Other than that, there is a new happiness-like mechanic named hope which feels like a chore. Because you have to treat the angry people at a new building. Sadly, that building can take 2 patients and for some reason hospitals don’t have psychiatry in this game. Also, you can have feast to give people hope but it is another late game thing (you won’t need it at late game), since it needs a lot of resources. Ultimate Colony Only a short quest which gives you a regular specialist and also unlocks two useless buildings. Radio tower’s only use is to start the quest, Martian wind turbine is just a wind turbine. Plus, there are two skins for flags which is another unnecessary addon. New Alliances A new system that makes the settlements more detailed. It gives some requests to increase the relationship. Weirdly, their only use is trading with them, while relationship status does not change the prices. There are building that you can build to the other settlements but buildings have no real impact. Sadly, alliance or federation do not stop the annoying sabotages as they said. The buildings that can protect you from the sabotages requires manpower with electricity. Also, probably one of them won’t be enough and there 4 different types. So, at least 4x2 buildings and that makes it too much to be viable. Other than that, there is no reason to sabotage other settlements or be their enemies. There are lots of thing to the at the map and since the raiders keep coming with this great DLC, there will be some other things to do. Obviously, like all DLCs, this one makes the game more painful with constant raiders at the map and sabotages at the settlement. Also, this DLC is overpriced like the other ones."
Surviving the Aftermath,"Simulation, Strategy","This game is full of unintuitive systems that punish you for not knowing how they work. If you like this game conceptually I recommend you check out Endzone instead. An example of what I'm talking about is the starting tech system. You cannot generate science without unlocking specific techs and the game will let you spend your finite starting science on other unrelated techs, leaving you locked out of the tech tree. And without science income, you might as well quit. Within the first 30 in-game days you need to be constantly unlocking tech in order to keep your colony from collapsing. The tutorial doesn't warn you about this. The game's unsearchable help doesn't tell you to rush outposts. It's an arbitrary weird system that drops you into a failure state without warning. The only way to avoid it is to know beforehand how it works, either from experience or from an external source. And that's pretty much how the whole game is built. Simple tasks like making clothes require 3 separate tech unlocks, so by the time you know there's a problem you're screwed. You can unlock buildings that need materials you haven't researched yet. Resource gathering buildings cost their own resource to build. It doesn't help that the tutorial prompts are flat out terrible, frequently instructing you to perform tasks that have no bearing on your colony's survival or to construct buildings that you're literally hours away from researching. I like to figure out a game's systems by trying things out instead of watching an instructional video or following a step by step guide. This game punishes that approach at every turn, in ways that feel unfair and nonsensical."
Surviving the Aftermath,"Simulation, Strategy",That's a pretty awesome game
Vampire: The Masquerade - Bloodlines,Action,"This isn't a love story, this is a horror story Before Twilight came along and tarnished the reputation of the beloved vampire there was this game. This game is one of a kind and still holds a major cult following with some gamers and I see why. The story is simple. You're a very unlucky guy or gal that gets turned into a vampire in Santa Monica, CA and you are given full freedom to feed and kill whoever with of course a set guidline with the ""Masquerade"". From the get-go you are left to your own devices and are given the choice to build the character YOU want. However the retail the version of the game isn't perfect and it's highly recommended to install and unofficial patch that improves the game but at the cost of having to start a new game. I say pick this game up whenever and start sinking your teeth into some miserable sod."
Vampire: The Masquerade - Bloodlines,Action,really good game buy it
Vampire: The Masquerade - Bloodlines,Action,"I always thought of Vampire: The Masquerade - Bloodlines as an overrated title when people would recommend it to me, then I bought it, installed it and now I'm hyperfocusing on this game and regretting all those years that I didn't give this game the time of day."
Vampire: The Masquerade - Bloodlines,Action,"Deus Ex with Vampires. Do you like the movie Blade? Do you like TV shows like The Sopranos and Game of Thrones? Do you think vampires are sexy? Are you a fan of horror lore, stealth games or First Person RPGs that aren't just an FPS with some numbers and stats thrown in? If you answered ""Yes"" to all these questions, you need to get this game. An excellent introduction to the World of Darkness setting and one of the best Role Playing Video Games ever made. Not to mention, the very first game to use the source engine. The combat is mostly stat based, but the game does use hitboxes. Shooting will feel spongy unless you put points into Fire-Arms. There is a Third Person camera view, but I find it mostly cumbersome outside of the melee combat, where the game will only ever use a Third Person view. I like this, because melee in 2000 shooters was always very clunky. The combat is still a little clunky here, but it certainly feels better than something like Morrowind. The shooting is mostly fine provided you have enough puts in the skill, but the shotgun always plays the full reload animation even if you only load in one round. I found it easier to switch weapons than reload it when being rushed because of this. However, there is actually very little combat in this game, in comparison to the amount of story and role playing going on. This game really builds its world and often times its best just to put points into stealth and go that route. You are a vampire after all. Best played with mods. The Unoffical Patch and Clan Quest are great ones to start with. There are various graphical enhancements and texture packs listed on the Nexus and mod DB that vastly improve the games visuals. It still looks old, but not quite as old as it is."
Vampire: The Masquerade - Bloodlines,Action,"So, I almost refunded the game because it isn't natively patched to work on a modern OS, Something about giving false errors of insufficient memory.  Which is strange for a game that's supposed to run on the Source Engine, an engine I thought was pretty solid. It's actually a pain in the ass to get running, Steam shouldn't be selling a game that requires third party and unofficial patches to run. I'll get this out of the way, I dont care about the vampire genre, recent movies kind of gave it a bad name anyway. Decided to pick the game up since it was 75% off, it runs off the source engine,  and despite not having any interest in the genre, I heard a lot of good things about it. I will say that I enjoy the came nonetheless,  It's been a long time since I played a focused RPG game like this, and I particularly like the grungy, and somewhat ♥♥♥♥♥♥ graphics and art style.  it's nostalgic and reminds me of games I played about 7 years ago."
Red Dead Redemption 2,"Action, Adventure",hunted rabbits for 2 hours for 3 perfect pelts 10/10
Red Dead Redemption 2,"Action, Adventure","There's a lot that I wish was different about Red Dead Redemption 2. After about 750 hours across various platforms, it's gotten a lot easier to notice the repetitive, restrictive mission structure really conflicts with the freedom of the open world. Realism is often chosen at the expensive of fun. Don't even get me started on the wanted system. ...But despite it all, I love this game so much. The characters are written so beautifully and intelligently. The world is stunning. The soundtrack is one of the best I've ever heard. I may have criticisms, but I will never stop loving Red Dead Redemption 2."
Red Dead Redemption 2,"Action, Adventure",crveno mrtvo iskupljenje
Red Dead Redemption 2,"Action, Adventure",Graphic is beautiful. Damn. Edit: Please don't hurt yourself and try to play bad guy. Playing as totally bad cowboy is really not covered by this game. I wasted my time doing so as EVERY little outcome in game is literally the same. Endgame is the same.  Morgan acts the same. I'm a bit disappointed. Just play as good guy.
Red Dead Redemption 2,"Action, Adventure",good game
Red Dead Redemption 2,"Action, Adventure","amazing game 9/10 (spoiler) best part in the game is when Dutch says to Hosea ""we really are the red dead redemption 2"" really puts into perspective on what these characters are going through."
Red Dead Redemption 2,"Action, Adventure","Great game with an excellent story, great world and graphics with an open world which you can do anything. As always, Rockstar’s writing is really good and giving a lot of option of exploring the world feels great. Although, there is no reason for doing the challenges or any other thing, since it provides some cosmetics for the most part (like hunting). Money is a bit useless, after some time and using “e” for everything was a bit problematic but wasn’t that bad."
Red Dead Redemption 2,"Action, Adventure","Cant Yee haw quite like this here game. A masterpiece, but the online as gta5 has alot of work to go with anti-cheat and overall gameplay"
