steam_id,Arketipe_1,Arketipe_2,Arketipe_3,Arketipe_4,Arketipe_5
76561198022439862,0.11220671325846668,0.180109104119765,0.24406785620048557,0.12624168435403774,0.33737464206724493
76561198025583859,0.4189659556759253,0.10960414221861062,0.21645880930254968,0.13097628231385086,0.12399481048906336
76561198025679656,0.024936156637285142,0.41207507811722593,0.33981892676115033,0.034800445597291466,0.18836939288704724
76561198031720187,0.32815138339126365,0.08655237089140201,0.052349706685758675,0.17683654409062732,0.3561099949409482
76561198032898393,0.09162983693696684,0.25443639472819113,0.28831051984443196,0.08995750958098972,0.2756657389094202
76561198037222425,0.162758719631521,0.27982057426628953,0.28036219010261637,0.23710168801448514,0.039956827985087866
76561198037246903,0.42309453762977406,0.16248041157152993,0.09447471225541167,0.020653283994718257,0.29929705454856603
76561198041304371,0.32607914585122905,0.00798292441712082,0.24644576434414361,0.10900152527893292,0.3104906401085736
76561198045196300,0.0749547113874019,0.29701267062510117,0.16624551199837845,0.40267112399070953,0.05911598199840903
76561198046731438,0.13563904876806904,0.04512740830058824,0.367742412580378,0.34891004337702414,0.10258108697394053
76561198048640355,0.23537990277698573,0.29145807870118545,0.1980095031709558,0.18889714439060054,0.08625537096027237
76561198061669144,0.03252080546290055,0.31339754778804985,0.3145161112002531,0.22114239797023763,0.1184231375785588
76561198064800033,0.09595679759574956,0.1994801609265811,0.24651050227022805,0.24375612426309148,0.21429641494434998
76561198068123705,0.2683199823349606,0.035164051579648026,0.06754840508323989,0.37552672899655104,0.2534408320056004
76561198088342032,0.009783681149565435,0.10794385663342923,0.7058229117022913,0.005384434547877651,0.17106511596683638
76561198105784816,0.19396474652663412,0.24456900457756037,0.2304532778828498,0.07927403160908683,0.251738939403869
76561198107047766,0.0844905210779802,0.11588322781837812,0.26584484882162573,0.23135103586283923,0.30243036641917675
76561198108773562,0.33680308876593756,0.29106499464463575,0.04797647904007971,0.18832936475019857,0.13582607279914843
76561198118915505,0.07787028343201129,0.3105402615929512,0.12545873182297343,0.2847002730286626,0.20143045012340158
76561198121696622,0.3102171196406139,0.19618069163438007,0.22516723227363147,0.19223106121882128,0.07620389523255329
76561198122292277,0.3904886061477146,0.15175872025046946,0.013142888834253175,0.3488806687824853,0.09572911598507758
76561198147075448,0.294365500380176,0.29858163620200645,0.2863544641814746,0.11586044599267613,0.004837953243666896
76561198150437413,0.22424307603160437,0.10343144519161085,0.23350351788601897,0.23277042655018365,0.20605153434058227
76561198159956177,0.14597648980968356,0.19091671311741992,0.4219609820333982,0.15711779905501122,0.08402801598448709
76561198170036259,0.19494316989308158,0.32775963613964626,0.24368884205611133,0.19958563139661104,0.034022720514549756
76561198192893105,0.195809304577344,0.315218663239977,0.044600701284577056,0.16502857912075455,0.27934275177734735
76561198201248007,0.26518991044894163,0.24952669093410537,0.25148431893501466,0.1286952820547084,0.10510379762722975
76561198336656213,0.20693794189792336,0.20713027486442082,0.22169356642467453,0.233497887963287,0.1307403288496944
76561198353192608,0.14547098196160868,0.23155535485032552,0.18853004827857253,0.20361414378947096,0.2308294711200222
76561198796747013,0.3910657947766359,0.1485141025950084,0.16503007226759134,0.04129539483826277,0.2540946355225015
76561198829145577,0.018704742128194618,0.24230216802131058,0.2823980479602717,0.1491191197434864,0.3074759221467367
76561198961717161,0.0221385254719856,0.027109083683226315,0.5970824338104112,0.2614434211388169,0.0922265358955602
76561198975545285,0.23563788932091903,0.3474236424302179,0.09737916270109709,0.28105024655500466,0.03850905899276144
76561199027285610,0.020779138250847436,0.2136362934500948,0.2173676046614289,0.2562848865896647,0.29193207704796426
76561199122194203,0.33870494498209214,0.17920080793587653,0.11209378624209294,0.2759982809054345,0.09400217993450394
